Winery Name,Winery Description,Website,Winery Location,Phone #,Trade Show Location,Product 1 Name,Product 1 Description,Product 2 Name,Product 2 Description,Product 3 Name,Product 3 Description,Product 4 Name,Product 4 Description,Product 5 Name,Product 5 Description,Product 6 Name,Product 6 Description,Product 7 Name,Product 7 Description,Product 8 Name,Product 8 Description,Product 9 Name,Product 9 Description,Product 10 Name,Product 10 Description
DENOMINACIÓ D'ORIGEN COSTERS DEL SEGRE,"Costers del Segre Designation of Origin space (C-330) with the participation of the wineries BOLDÚ VITICULTORS (C-332), CARVIRESA (C-378), CASTELL DEL REMEI, TOMÀS CUSINÉ, CÉRVOLES CELLER (C-348, C-352), CASTELL D'ENCÚS (C-336), CLOS PONS (C-318), COSTERS DEL SIÓ (C-340), L'OLIVERA (C-346), MAS BLANCH I JOVÉ (C-334), MAS RAMONEDA (C-328) and VINYA L'HEREU DE SERÓ (C376).",https://www.costersdelsegre.es,638564642,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 324",,,,,,,,,,,,,,,,,,,,
DENOMINACIÓN DE ORIGEN ARRIBES,"In Arribes del Duero, ecological conditions are especially favorable for vine cultivation, thanks to fertile slate-granite soils and a varied climate shaped by the terrain. The production area extends across the southwest of Zamora and the northwest of Salamanca, characterized by deep granite canyons and dramatic drops of up to 500 meters carved by the Duero River over a 140-kilometer stretch. In these valleys, with their unique microclimate, vineyards over 80 years old thrive, featuring distinctive grape varieties such as Juan García and Bruñal, alongside Tempranillo, Mencía, Rufete, Syrah, and Garnacha. These produce wines of strong personality, freshness, and aromatic intensity, enhanced by white varieties such as Malvasía Castellana and Verdejo. Recently, new grape varieties exclusive to this production area have been introduced: the red varieties Mandón, Gajo Arroba, Tinta Jeromo, and Bastardillo Chico, and the white varieties Puesta en Cruz and Tijonera, as well orange wines.",http://www.doarribes.es,687846655,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 440",,,,,,,,,,,,,,,,,,,,
DENOMINACIÓN DE ORIGEN CIGALES,"The DO Cigales is located in the Duero basin at an altitude of 700 metres with a continental climate with Atlantic influence. Its location is privileged both for the production of vineyards and for the production of quality wines. It covers the provinces of Valladolid and Palencia and part of a municipality of Valladolid capital, being the wine of proximity and proximity. One more excuse to visit this region, since together with its wines, the landscape provided by its vineyards and that proximity is the ideal destination to enjoy a pleasant oenological, cultural and gastronomic experience. The 40% of old vineyards over 40 years old with a mixture of varieties is a hallmark for its rosés composed of Tempranillos, Garnachas, Albillos and Verdejos. The reds made mainly from the Tempranillo variety convey to us that both the climate and the soil of the DO Cigales are ideal for the production of this variety in Castilla y León. Whites are also beginning to impose themselves.",http://www.do-cigales.es,983580074,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 534",Blanco DO Cigales,"Desde 2011, la DO Cigales puede elaborar blancos, dulces y espumosos. En esta ocasión, en nuestro stand contaremos con vino blanco concretamente de Verdejo, aunque pueden elaborarse con cualquiera de las variedades blancas acogidas en el pliego de condiciones de la DO Cigales. Marca: Salvueros Verdejo (www.salvueros.com)",Reds with DO Cigales,"Cigales también es tinto. El nuevo rumbo que están tomando los tintos es destacable con elaboraciones más acordes a las nuevas tendencias del mercado, vinos más sutiles, ligeros y afrutados que no por ello con menor calidad ni elegancia. Se vuelve a los orígenes, con el crecimiento del uso de las uvas blancas que dan la diferenciación incluso con los tintos. Son vinos que expresan lo que dice la uva y sus variedades, más frescos y con una intensidad frutal mayor pesando menos las maderas que se integran de forma sutil. Los viticultores y bodegueros buscando esa frescura vendimian antes y elaboran con una menor extracción, con lo cual, da como resultado unos vinos más atractivos y fáciles de beber. En esta ocasión contamos con los siguientes tintos de las siguientes bodegas: Viña Rufina Crianza 2022 (www.bodegassantarufina.com); Paño de Lágrimas 2024 (www.mucy.es); Museum Reserva 2021 (www.bodegasmuseum.com); Concejo Reserva 2020 (www.concejobodegas.com)",Rosés DO Cigales,"Amplia representación de vinos rosados con DO Cigales. Los rosados frescos, aromáticos y de tonalidades fresa tienen una identidad propia característica de esta Denominación de Origen y siguen teniendo una gran aceptación entre los consumidores de este tipo de vino. Actualmente también destacan los rosados con colores más sutiles que cuentan con muchos adeptos. Aunque la verdadera revolución de los rosados de la DO Cigales está en la elaboración de rosados con una mayor complejidad. Se obtienen principalmente con la mezcla de variedades de viñedos viejos, la elaboración sobre lías, crianza en barrica, que aporta unos matices especiales y muy valorados. Marcas presentes: Sinfo (www.sinforianobodegas.com) ; Alpairo (www.mucy.es); Traslanzas (www.traslanzas.com); Salvueros y Salvueros Garnacha Gris (www.salvueros.com); Viña Goy y Domine (www.bodegasthesaurus.com); Museum Rosé (www.bodegasmuseum.com); Calderona (www.bodegasfrutosvillar.com); Carredueñas (www.concejobodegas.com)",,,,,,,,,,,,,,
DENOMINACIÓN DE ORIGEN PROTEGIDA YECLA,,http://www.yeclavino.com,"POETA FRANCISCO A. JIMENEZ S/N, 30510, YECLA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 563",,,,,,,,,,,,,,,,,,,,
DESACATO,"Desacato Verdejo from Rueda is produced by Grupo Pistacyl, a family company founded by the Pérez Heras brothers with a long agricultural tradition. It is a wine from the Rueda Denomination of Origin with a unique, young and irreverent personality. Limited production is what makes it ideal to enjoy at any time with good company. Despite the Winery being in its early years, it was already recognized at the Concours Mondial Bruxelles in 2022 with a Silver Medal.",https://grupopistacyl.com/,"C/ LAGARTILLOS 2, 47450, POZAL DE GALLINAS , Spain",+34 637 81 29 48,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 400",Desacato Sauvignon Blanc,"100% Sauvignon Blanc from DO Rueda Straw yellow with greenish hues, clean and bright. The nose is very floral with a mineral touch, enhanced fruit, and white fruits such as green apple, quince, apricot, and peach. White flowers like honeysuckle and vegetal notes also appear. On the palate, it has a slow, lingering presence with a marked and pleasant acidity and a finish with bitter notes from the grape that reinforce the depth of this single-varietal Verdejo wine.",Desacato Verdejo,"100% Verdejo from the Rueda DO On the nose, its intensity and varietal character stand out, with herbaceous notes reminiscent of ""fresh peaches just picked from the tree,"" tropical fruit (passion fruit and pineapple) combined with a very appealing touch of citrus (pink grapefruit). On the palate, it is silky, with great volume and a long finish. Complex and elegant with hints of tropical fruit and vegetables.",,,,,,,,,,,,,,,,
DIPUTACION DE BURGOS - BURGOS ALIMENTA,,http://burgosalimenta.com/,"PASEO DEL ESPOLÓN 34, 09003, BURGOS",,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 150",,,,,,,,,,,,,,,,,,,,
DIPUTACIÓN DE MÁLAGA,,http://www.saboramalaga.es,"PACIFICO 54, 29004, MALAGA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 604",,,,,,,,,,,,,,,,,,,,
DIPUTACION PROVINCIAL DE HUELVA,,https://www.diphuelva.org,"AVENIDA MARTIN ALONSO PINZON 9, 21003, HUELVA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 605",,,,,,,,,,,,,,,,,,,,
DIPUTACION PROVINCIAL DE SORIA,"The Department of Development is in charge of the promotion of agri-food products of the Provincial Council of Soria. The wineries represented at the stand all belong to the Ribera del Duero PDO. The Ribera del Duero region of Soria represents around 1,400 hectares.",http://www.dipsoria.es,975101108,,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 246",,,,,,,,,,,,,,,,,,,,
DIVINO DUERO,"Agronomist Engineer Specialized in International Trade and Wine Export Professional with 16 years of experience in the wine export sector. Holds a double Master’s degree in Quality, Safety, and Environment (HSEQ), and in International Trade. Our wines represent an opportunity to bring something original to your portfolio, giving something different to show your customers; wines that are authentic, full of character yet elegant and accessible. DIVINO DUERO emphasizes the quality and personality of the wines. This quality is achieved through the control and care of each process from the grapes to the glass. This is the way to get a rich variety of wines that will satisfy the demand of the most selective and demanding customers. DIVINO DUERO is committed to discover and deliver to consumers only selected premium wines from the best DO’s of Castilla y León. We only offer wines that represent a true expression of their region and deliver good value for consumers.",http://www.divinoduero.com,"C/ MATÍAS SANGRADOR 3. 1º, 47001, VALLADOLID",+34625380813,"Montjuïc, Pavilion 1, Level 0, Street B, Stand 314",,,,,,,,,,,,,,,,,,,,
DO ALELLA,"The Alella Designation of Origin is one of the oldest wine-growing areas in Catalonia and one of the most unique in the Mediterranean. It extends through the Maresme region, along the coast; the Vallès Oriental, on the inner slope of the Serralada de Marina; and part of the Barcelonés, configuring an exceptional landscape characterised by its sauló soils, which provide freshness, elegance and a unique character to its wines. Located next to the city of Barcelona, the DO Alella is especially renowned for its white wines, preferably from the white pansa grape, which give rise to subtle, balanced wines that are deeply linked to the territory. Tradition, sustainability and innovation define this small but unique appellation, which stands out for its strong personality. The DO Alella will be represented in the DO Alella space by the Celler Can Roda and Celler Bouquet d'Alella wineries, two of the nine wineries and winegrowers that are part of the DO Alella Regulatory Council.",https://doalella.org/,"AVDA. SANT MATEU 2, 08328, ALELLA , Spain",,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 380",,,,,,,,,,,,,,,,,,,,
DO ALMANSA,,https://www.denominacion-origen-almansa.com,678444931,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 212",,,,,,,,,,,,,,,,,,,,
DOBLEDEPEREZ MICROBODEGA,"VINE GROWERS, PLEASURE PRODUCERS AND DREAMERS IN SINGULAR PLACES. We are located in the municipality of Albatana, a small town of 600 inhabitants in the heart of the Jumilla DOP. Our parents have been taking care of our vineyards located in Hoya de Santa Ana (Tobarra) and Albatana for 35 years. The dream of making our own wines comes true thanks to them who have been and continue to be winegrowers and have instilled in us the love of our plots. We are three brothers, Jose Pérez in charge of the estate, Maribel Pérez in administration and Jennifer Pérez winemaker and project director. We make parcel and single varietal wines from old vines, we seek the purity of each variety, with the combination of soil and earth, wines without make-up, artisanal and natural. We work with 5 varieties that give rise to our 5 wines. La Jarana (small grain Muscat), En Contacto (Verdejo), Chameleon (Monastrell pie franco), Inaudita (Petit Verdot) and Ingobernable (Garnacha Tintorera)",http://www.dobledeperez.es,627588119,,"Montjuïc, Pavilion 8, Level 0, Street F, Stand 286",,,,,,,,,,,,,,,,,,,,
DO CATALUNYA,"Within the DO Catalunya region, there are approximately 200 wineries. This year, at Barcelona Wine Week, you'll find these two wineries under Catalunya Designation of Origin: Celler Pla de Morei is an organic winery located in La Torre de Claramunt, Barcelona, ​​known for producing wines with native varieties and offering wine tourism experiences such as guided tours and tastings Heretat Mascorrubí is a family winery located in Pla de Manlleu (Aiguamurcía, Tarragona), within the highest area of ​​the Penedès, with vineyards that reach between 500",http://www.docat.cat,934194248,,"Montjuïc, Pavilion 8, Level 0, Street C, Stand 298",Heretat Mascorrubí. DO Catalunya,"Heretat Mascorrubí is a family winery located in Pla de Manlleu (Aiguamurcía, Tarragona), within the highest area of ​​the Penedès, with vineyards that reach between 500 and 700 meters of altitude. DO Catalunya wines: Teulera 2024 100% Parellada (Montònec) Aixart 2022 100% White Grenache Innanat Sumoll Rosat 2024 100% Sumoll Captirot 2020 Sumoll Negre and Grenache Extincta Vitis 2020 100% Sumoll Blanc",Pla de Morei Winery. DO Catalunya,"Celler Pla de Morei is an organic winery located in La Torre de Claramunt, Barcelona, ​​known for producing wines with native varieties and offering wine tourism experiences such as guided tours and tastings DO Catalunya wines: Filigrana Blanc – 2024 – White Grenache + Chardonnay Filigrana Negre – 2023 – Tempranillo + Merlot Saial Blanc 2023 – White Grenache + Chardonnay + Aged In Barrels Mirador Negre 2022 – Tempranillo + Merlot + Aged In Barrels Exedra Blanc 2024 – White Grenache + Aged In Amphora Exedra Negre 2022 – Red Grenache + Aged In Amphora Sentits Blanc 2023 – Red Grenache + Aged In Barrels Sentits Negre 2029 – Red Grenache + Barrica",,,,,,,,,,,,,,,,
